subj,trial,response_item,prob
56,10,related,0.8333333333333334
56,10,related-foil,0.16666666666666666
56,11,long,0.8
56,11,long-foil,0.2
56,12,single,0.7
56,12,single-foil,0.3
57,1,related-early,0.6666666666666666
57,1,related-late,0.3333333333333333
57,2,long-early,0
57,2,related-early,1
57,3,long-late,0.5
57,3,related-late,0.5
57,4,related-early,0
57,4,repeated,1
57,5,related-late,0
57,5,repeated,1
57,6,long,0
57,6,repeated,1
57,7,long-foil,0.5
57,7,related-foil,0.5
57,8,short,0.75
57,8,short-foil,0.25
57,9,long-early,0.8
57,9,long-late,0.2
57,10,related,0.6666666666666666
57,10,related-foil,0.3333333333333333
57,11,long,0.8
57,11,long-foil,0.2
57,12,single,0.9
57,12,single-foil,0.1
58,1,related-early,0.6666666666666666
58,1,related-late,0.3333333333333333
58,2,long-early,0.5
58,2,related-early,0.5
58,3,long-late,0
58,3,related-late,1
58,4,related-early,0
58,4,repeated,1
58,5,related-late,0
58,5,repeated,1
58,6,long,0.25
58,6,repeated,0.75
58,7,long-foil,0.16666666666666666
58,7,related-foil,0.8333333333333334
58,8,short,0.875
58,8,short-foil,0.125
58,9,long-early,0.4
58,9,long-late,0.6
58,10,related,0.8333333333333334
58,10,related-foil,0.16666666666666666
58,11,long,0.6
58,11,long-foil,0.4
58,12,single,0.6
58,12,single-foil,0.4
59,1,related-early,0.6666666666666666
59,1,related-late,0.3333333333333333
59,2,long-early,0
59,2,related-early,1
59,3,long-late,0.5
59,3,related-late,0.5
59,4,related-early,1
59,4,repeated,0
59,5,related-late,0
59,5,repeated,1
59,6,long,0.25
59,6,repeated,0.75
59,7,long-foil,0.3333333333333333
59,7,related-foil,0.6666666666666666
59,8,short,0.625
59,8,short-foil,0.375
59,9,long-early,0.4
59,9,long-late,0.6
59,10,related,0.6666666666666666
59,10,related-foil,0.3333333333333333
59,11,long,1
59,11,long-foil,0
59,12,single,0.8
59,12,single-foil,0.2
61,1,related-early,0.3333333333333333
61,1,related-late,0.6666666666666666
61,2,long-early,1
61,2,related-early,0
61,3,long-late,0.5
61,3,related-late,0.5
61,4,related-early,0
61,4,repeated,1
61,5,related-late,0
61,5,repeated,1
61,6,long,0.5
61,6,repeated,0.5
61,7,long-foil,0.3333333333333333
61,7,related-foil,0.6666666666666666
61,8,short,0.75
61,8,short-foil,0.25
61,9,long-early,0.2
61,9,long-late,0.8
61,10,related,0.5
61,10,related-foil,0.5
61,11,long,1
61,11,long-foil,0
61,12,single,1
61,12,single-foil,0
62,1,related-early,0.6666666666666666
62,1,related-late,0.3333333333333333
62,2,long-early,0.5
62,2,related-early,0.5
62,3,long-late,1
62,3,related-late,0
62,4,related-early,1
62,4,repeated,0
62,5,related-late,0
62,5,repeated,1
62,6,long,0.25
62,6,repeated,0.75
62,7,long-foil,0.6666666666666666
62,7,related-foil,0.3333333333333333
62,8,short,0.625
62,8,short-foil,0.375
62,9,long-early,0.8
62,9,long-late,0.2
62,10,related,0.8333333333333334
62,10,related-foil,0.16666666666666666
62,11,long,0.6
62,11,long-foil,0.4
62,12,single,0.8
62,12,single-foil,0.2
63,1,related-early,1
63,1,related-late,0
63,2,long-early,1
63,2,related-early,0
63,3,long-late,1
63,3,related-late,0
63,4,related-early,0
63,4,repeated,1
63,5,related-late,0
63,5,repeated,1
63,6,long,0.5
63,6,repeated,0.5
63,7,long-foil,0.5
63,7,related-foil,0.5
63,8,short,0.875
63,8,short-foil,0.125
63,9,long-early,0.4
63,9,long-late,0.6
63,10,related,0.8333333333333334
63,10,related-foil,0.16666666666666666
63,11,long,0.8
63,11,long-foil,0.2
63,12,single,0.6
63,12,single-foil,0.4
64,1,related-early,0.3333333333333333
64,1,related-late,0.6666666666666666
64,2,long-early,0
64,2,related-early,1
64,3,long-late,0
64,3,related-late,1
64,4,related-early,0
64,4,repeated,1
64,5,related-late,0
64,5,repeated,1
64,6,long,0.5
64,6,repeated,0.5
64,7,long-foil,0.16666666666666666
64,7,related-foil,0.8333333333333334
64,8,short,0.75
64,8,short-foil,0.25
64,9,long-early,0.8
64,9,long-late,0.2
64,10,related,0.8333333333333334
64,10,related-foil,0.16666666666666666
64,11,long,0.8
64,11,long-foil,0.2
64,12,single,0.6
64,12,single-foil,0.4
65,1,related-early,0.3333333333333333
65,1,related-late,0.6666666666666666
65,2,long-early,0.5
65,2,related-early,0.5
65,3,long-late,0.5
65,3,related-late,0.5
65,4,related-early,0
65,4,repeated,1
65,5,related-late,0
65,5,repeated,1
65,6,long,0.5
65,6,repeated,0.5
65,7,long-foil,0.3333333333333333
65,7,related-foil,0.6666666666666666
65,8,short,0.625
65,8,short-foil,0.375
65,9,long-early,0.4
65,9,long-late,0.6
65,10,related,0.5
65,10,related-foil,0.5
65,11,long,1
65,11,long-foil,0
65,12,single,0.9
65,12,single-foil,0.1
66,1,related-early,0.6666666666666666
66,1,related-late,0.3333333333333333
66,2,long-early,1
66,2,related-early,0
66,3,long-late,0.5
66,3,related-late,0.5
66,4,related-early,1
66,4,repeated,0
66,5,related-late,0
66,5,repeated,1
66,6,long,0.75
66,6,repeated,0.25
66,7,long-foil,0.6666666666666666
66,7,related-foil,0.3333333333333333
66,8,short,0.625
66,8,short-foil,0.375
66,9,long-early,0.4
66,9,long-late,0.6
66,10,related,0.6666666666666666
66,10,related-foil,0.3333333333333333
66,11,long,0.4
66,11,long-foil,0.6
66,12,single,0.7
66,12,single-foil,0.3
68,1,related-early,0
68,1,related-late,1
68,2,long-early,0.5
68,2,related-early,0.5
68,3,long-late,0.5
68,3,related-late,0.5
68,4,related-early,0
68,4,repeated,1
68,5,related-late,0
68,5,repeated,1
68,6,long,0.25
68,6,repeated,0.75
68,7,long-foil,0.5
68,7,related-foil,0.5
68,8,short,0.75
68,8,short-foil,0.25
68,9,long-early,0
68,9,long-late,1
68,10,related,0.3333333333333333
68,10,related-foil,0.6666666666666666
68,11,long,0.8
68,11,long-foil,0.2
68,12,single,0.6
68,12,single-foil,0.4
69,1,related-early,0.3333333333333333
69,1,related-late,0.6666666666666666
69,2,long-early,0
69,2,related-early,1
69,3,long-late,0.5
69,3,related-late,0.5
69,4,related-early,0
69,4,repeated,1
69,5,related-late,0
69,5,repeated,1
69,6,long,0
69,6,repeated,1
69,7,long-foil,0.5
69,7,related-foil,0.5
69,8,short,1
69,8,short-foil,0
69,9,long-early,0.6
69,9,long-late,0.4
69,10,related,1
69,10,related-foil,0
69,11,long,0.8
69,11,long-foil,0.2
69,12,single,1
69,12,single-foil,0
70,1,related-early,0.3333333333333333
70,1,related-late,0.6666666666666666
70,2,long-early,0.5
70,2,related-early,0.5
70,3,long-late,0
70,3,related-late,1
70,4,related-early,0
70,4,repeated,1
70,5,related-late,0
70,5,repeated,1
70,6,long,0.5
70,6,repeated,0.5
70,7,long-foil,0.5
70,7,related-foil,0.5
70,8,short,0.875
70,8,short-foil,0.125
70,9,long-early,0.6
70,9,long-late,0.4
70,10,related,0.8333333333333334
70,10,related-foil,0.16666666666666666
70,11,long,1
70,11,long-foil,0
70,12,single,1
70,12,single-foil,0
71,1,related-early,0.6666666666666666
71,1,related-late,0.3333333333333333
71,2,long-early,1
71,2,related-early,0
71,3,long-late,0
71,3,related-late,1
71,4,related-early,0
71,4,repeated,1
71,5,related-late,1
71,5,repeated,0
71,6,long,0.75
71,6,repeated,0.25
71,7,long-foil,0.3333333333333333
71,7,related-foil,0.6666666666666666
71,8,short,0.625
71,8,short-foil,0.375
71,9,long-early,0.8
71,9,long-late,0.2
71,10,related,1
71,10,related-foil,0
71,11,long,0.8
71,11,long-foil,0.2
71,12,single,0.7
71,12,single-foil,0.3
72,1,related-early,0.6666666666666666
72,1,related-late,0.3333333333333333
72,2,long-early,1
72,2,related-early,0
72,3,long-late,0
72,3,related-late,1
72,4,related-early,0
72,4,repeated,1
72,5,related-late,0
72,5,repeated,1
72,6,long,0
72,6,repeated,1
72,7,long-foil,0.5
72,7,related-foil,0.5
72,8,short,0.875
72,8,short-foil,0.125
72,9,long-early,0.4
72,9,long-late,0.6
72,10,related,0.6666666666666666
72,10,related-foil,0.3333333333333333
72,11,long,0.8
72,11,long-foil,0.2
72,12,single,1
72,12,single-foil,0
73,1,related-early,0
73,1,related-late,1
73,2,long-early,0.5
73,2,related-early,0.5
73,3,long-late,1
73,3,related-late,0
73,4,related-early,0
73,4,repeated,1
73,5,related-late,0
73,5,repeated,1
73,6,long,0.25
73,6,repeated,0.75
73,7,long-foil,0.3333333333333333
73,7,related-foil,0.6666666666666666
73,8,short,0.625
73,8,short-foil,0.375
73,9,long-early,0.6
73,9,long-late,0.4
73,10,related,0.8333333333333334
73,10,related-foil,0.16666666666666666
73,11,long,0.8
73,11,long-foil,0.2
73,12,single,0.9
73,12,single-foil,0.1
74,1,related-early,0.3333333333333333
74,1,related-late,0.6666666666666666
74,2,long-early,0.5
74,2,related-early,0.5
74,3,long-late,1
74,3,related-late,0
74,4,related-early,0
74,4,repeated,1
74,5,related-late,1
74,5,repeated,0
74,6,long,0.25
74,6,repeated,0.75
74,7,long-foil,0.6666666666666666
74,7,related-foil,0.3333333333333333
74,8,short,1
74,8,short-foil,0
74,9,long-early,0.4
74,9,long-late,0.6
74,10,related,0.8333333333333334
74,10,related-foil,0.16666666666666666
74,11,long,1
74,11,long-foil,0
74,12,single,1
74,12,single-foil,0
75,1,related-early,0
75,1,related-late,1
75,2,long-early,0.5
75,2,related-early,0.5
75,3,long-late,1
75,3,related-late,0
75,4,related-early,0
75,4,repeated,1
75,5,related-late,0
75,5,repeated,1
75,6,long,0.75
75,6,repeated,0.25
75,7,long-foil,0.6666666666666666
75,7,related-foil,0.3333333333333333
75,8,short,0.75
75,8,short-foil,0.25
75,9,long-early,0
75,9,long-late,1
75,10,related,1
75,10,related-foil,0
75,11,long,1
75,11,long-foil,0
75,12,single,0.9
75,12,single-foil,0.1
76,1,related-early,0.3333333333333333
76,1,related-late,0.6666666666666666
76,2,long-early,0.5
76,2,related-early,0.5
76,3,long-late,1
76,3,related-late,0
76,4,related-early,0
76,4,repeated,1
76,5,related-late,1
76,5,repeated,0
76,6,long,0
76,6,repeated,1
76,7,long-foil,0.6666666666666666
76,7,related-foil,0.3333333333333333
76,8,short,0.875
76,8,short-foil,0.125
76,9,long-early,0.6
76,9,long-late,0.4
76,10,related,0.8333333333333334
76,10,related-foil,0.16666666666666666
76,11,long,0.8
76,11,long-foil,0.2
76,12,single,0.9
76,12,single-foil,0.1
77,1,related-early,0
77,1,related-late,1
77,2,long-early,0
77,2,related-early,1
77,3,long-late,0.5
77,3,related-late,0.5
77,4,related-early,0
77,4,repeated,1
77,5,related-late,0
77,5,repeated,1
77,6,long,0.25
77,6,repeated,0.75
77,7,long-foil,0.6666666666666666
77,7,related-foil,0.3333333333333333
77,8,short,1
77,8,short-foil,0
77,9,long-early,0.8
77,9,long-late,0.2
77,10,related,1
77,10,related-foil,0
77,11,long,1
77,11,long-foil,0
77,12,single,1
77,12,single-foil,0
78,1,related-early,0
78,1,related-late,1
78,2,long-early,0.5
78,2,related-early,0.5
78,3,long-late,1
78,3,related-late,0
78,4,related-early,0
78,4,repeated,1
78,5,related-late,0
78,5,repeated,1
78,6,long,0.25
78,6,repeated,0.75
78,7,long-foil,0.3333333333333333
78,7,related-foil,0.6666666666666666
78,8,short,0.625
78,8,short-foil,0.375
78,9,long-early,0.8
78,9,long-late,0.2
78,10,related,0.3333333333333333
78,10,related-foil,0.6666666666666666
78,11,long,0.8
78,11,long-foil,0.2
78,12,single,0.7
78,12,single-foil,0.3
79,1,related-early,0
79,1,related-late,1
79,2,long-early,0.5
79,2,related-early,0.5
79,3,long-late,0.5
79,3,related-late,0.5
79,4,related-early,0
79,4,repeated,1
79,5,related-late,0
79,5,repeated,1
79,6,long,0.5
79,6,repeated,0.5
79,7,long-foil,0.5
79,7,related-foil,0.5
79,8,short,0.875
79,8,short-foil,0.125
79,9,long-early,0.8
79,9,long-late,0.2
79,10,related,1
79,10,related-foil,0
79,11,long,1
79,11,long-foil,0
79,12,single,1
79,12,single-foil,0
80,1,related-early,1
80,1,related-late,0
80,2,long-early,0.5
80,2,related-early,0.5
80,3,long-late,0
80,3,related-late,1
80,4,related-early,0
80,4,repeated,1
80,5,related-late,0
80,5,repeated,1
80,6,long,0.25
80,6,repeated,0.75
80,7,long-foil,0.5
80,7,related-foil,0.5
80,8,short,0.875
80,8,short-foil,0.125
80,9,long-early,0.8
80,9,long-late,0.2
80,10,related,0.8333333333333334
80,10,related-foil,0.16666666666666666
80,11,long,0.6
80,11,long-foil,0.4
80,12,single,1
80,12,single-foil,0
81,1,related-early,0.3333333333333333
81,1,related-late,0.6666666666666666
81,2,long-early,1
81,2,related-early,0
81,3,long-late,1
81,3,related-late,0
81,4,related-early,0
81,4,repeated,1
81,5,related-late,0
81,5,repeated,1
81,6,long,0
81,6,repeated,1
81,7,long-foil,0.6666666666666666
81,7,related-foil,0.3333333333333333
81,8,short,1
81,8,short-foil,0
81,9,long-early,0.4
81,9,long-late,0.6
81,10,related,1
81,10,related-foil,0
81,11,long,1
81,11,long-foil,0
81,12,single,1
81,12,single-foil,0
82,1,related-early,0.3333333333333333
82,1,related-late,0.6666666666666666
82,2,long-early,0.5
82,2,related-early,0.5
82,3,long-late,1
82,3,related-late,0
82,4,related-early,1
82,4,repeated,0
82,5,related-late,0
82,5,repeated,1
82,6,long,0.5
82,6,repeated,0.5
82,7,long-foil,0.3333333333333333
82,7,related-foil,0.6666666666666666
82,8,short,0.875
82,8,short-foil,0.125
82,9,long-early,0.6
82,9,long-late,0.4
82,10,related,0.5
82,10,related-foil,0.5
82,11,long,0.8
82,11,long-foil,0.2
82,12,single,0.6
82,12,single-foil,0.4
84,1,related-early,0.6666666666666666
84,1,related-late,0.3333333333333333
84,2,long-early,0.5
84,2,related-early,0.5
84,3,long-late,0.5
84,3,related-late,0.5
84,4,related-early,0
84,4,repeated,1
84,5,related-late,1
84,5,repeated,0
84,6,long,0.75
84,6,repeated,0.25
84,7,long-foil,0.6666666666666666
84,7,related-foil,0.3333333333333333
84,8,short,0.5
84,8,short-foil,0.5
84,9,long-early,0.4
84,9,long-late,0.6
84,10,related,0.8333333333333334
84,10,related-foil,0.16666666666666666
84,11,long,1
84,11,long-foil,0
84,12,single,0.7
84,12,single-foil,0.3
85,1,related-early,0.3333333333333333
85,1,related-late,0.6666666666666666
85,2,long-early,1
85,2,related-early,0
85,3,long-late,0
85,3,related-late,1
85,4,related-early,0
85,4,repeated,1
85,5,related-late,1
85,5,repeated,0
85,6,long,0.25
85,6,repeated,0.75
85,7,long-foil,0.6666666666666666
85,7,related-foil,0.3333333333333333
85,8,short,1
85,8,short-foil,0
85,9,long-early,0.6
85,9,long-late,0.4
85,10,related,1
85,10,related-foil,0
85,11,long,1
85,11,long-foil,0
85,12,single,0.7
85,12,single-foil,0.3
86,1,related-early,1
86,1,related-late,0
86,2,long-early,1
86,2,related-early,0
86,3,long-late,0.5
86,3,related-late,0.5
86,4,related-early,0
86,4,repeated,1
86,5,related-late,0
86,5,repeated,1
86,6,long,0.25
86,6,repeated,0.75
86,7,long-foil,0.3333333333333333
86,7,related-foil,0.6666666666666666
86,8,short,0.875
86,8,short-foil,0.125
86,9,long-early,0.4
86,9,long-late,0.6
86,10,related,1
86,10,related-foil,0
86,11,long,0.8
86,11,long-foil,0.2
86,12,single,1
86,12,single-foil,0
87,1,related-early,0.6666666666666666
87,1,related-late,0.3333333333333333
87,2,long-early,0.5
87,2,related-early,0.5
87,3,long-late,0.5
87,3,related-late,0.5
87,4,related-early,0
87,4,repeated,1
87,5,related-late,1
87,5,repeated,0
87,6,long,0.5
87,6,repeated,0.5
87,7,long-foil,0.5
87,7,related-foil,0.5
87,8,short,0.5
87,8,short-foil,0.5
87,9,long-early,1
87,9,long-late,0
87,10,related,0.6666666666666666
87,10,related-foil,0.3333333333333333
87,11,long,0.6
87,11,long-foil,0.4
87,12,single,0.7
87,12,single-foil,0.3
88,1,related-early,0.6666666666666666
88,1,related-late,0.3333333333333333
88,2,long-early,1
88,2,related-early,0
88,3,long-late,0.5
88,3,related-late,0.5
88,4,related-early,0
88,4,repeated,1
88,5,related-late,0
88,5,repeated,1
88,6,long,0.25
88,6,repeated,0.75
88,7,long-foil,0.16666666666666666
88,7,related-foil,0.8333333333333334
88,8,short,0.75
88,8,short-foil,0.25
88,9,long-early,0.4
88,9,long-late,0.6
88,10,related,1
88,10,related-foil,0
88,11,long,0.8
88,11,long-foil,0.2
88,12,single,0.7
88,12,single-foil,0.3
89,1,related-early,0.6666666666666666
89,1,related-late,0.3333333333333333
89,2,long-early,1
89,2,related-early,0
89,3,long-late,0.5
89,3,related-late,0.5
89,4,related-early,0
89,4,repeated,1
89,5,related-late,0
89,5,repeated,1
89,6,long,0.25
89,6,repeated,0.75
89,7,long-foil,0.6666666666666666
89,7,related-foil,0.3333333333333333
89,8,short,0.75
89,8,short-foil,0.25
89,9,long-early,0.8
89,9,long-late,0.2
89,10,related,1
89,10,related-foil,0
89,11,long,0.8
89,11,long-foil,0.2
89,12,single,0.9
89,12,single-foil,0.1
90,1,related-early,0
90,1,related-late,1
90,2,long-early,0.5
90,2,related-early,0.5
90,3,long-late,0.5
90,3,related-late,0.5
90,4,related-early,1
90,4,repeated,0
90,5,related-late,0
90,5,repeated,1
90,6,long,0.25
90,6,repeated,0.75
90,7,long-foil,0.6666666666666666
90,7,related-foil,0.3333333333333333
90,8,short,0.75
90,8,short-foil,0.25
90,9,long-early,0.4
90,9,long-late,0.6
90,10,related,1
90,10,related-foil,0
90,11,long,0.6
90,11,long-foil,0.4
90,12,single,1
90,12,single-foil,0
91,1,related-early,1
91,1,related-late,0
91,2,long-early,0.5
91,2,related-early,0.5
91,3,long-late,0.5
91,3,related-late,0.5
91,4,related-early,1
91,4,repeated,0
91,5,related-late,0
91,5,repeated,1
91,6,long,0
91,6,repeated,1
91,7,long-foil,0.16666666666666666
91,7,related-foil,0.8333333333333334
91,8,short,0.5
91,8,short-foil,0.5
91,9,long-early,0.4
91,9,long-late,0.6
91,10,related,1
91,10,related-foil,0
91,11,long,0.4
91,11,long-foil,0.6
91,12,single,0.9
91,12,single-foil,0.1
92,1,related-early,0.6666666666666666
92,1,related-late,0.3333333333333333
92,2,long-early,1
92,2,related-early,0
92,3,long-late,0
92,3,related-late,1
92,4,related-early,1
92,4,repeated,0
92,5,related-late,0
92,5,repeated,1
92,6,long,0.25
92,6,repeated,0.75
92,7,long-foil,0.5
92,7,related-foil,0.5
92,8,short,0.75
92,8,short-foil,0.25
92,9,long-early,0.2
92,9,long-late,0.8
92,10,related,0.8333333333333334
92,10,related-foil,0.16666666666666666
92,11,long,0.6
92,11,long-foil,0.4
92,12,single,0.8
92,12,single-foil,0.2
93,1,related-early,0.6666666666666666
93,1,related-late,0.3333333333333333
93,2,long-early,0
93,2,related-early,1
93,3,long-late,0.5
93,3,related-late,0.5
93,4,related-early,1
93,4,repeated,0
93,5,related-late,0
93,5,repeated,1
93,6,long,0
93,6,repeated,1
93,7,long-foil,0.6666666666666666
93,7,related-foil,0.3333333333333333
93,8,short,0.75
93,8,short-foil,0.25
93,9,long-early,0.6
93,9,long-late,0.4
93,10,related,0.8333333333333334
93,10,related-foil,0.16666666666666666
93,11,long,0.8
93,11,long-foil,0.2
93,12,single,1
93,12,single-foil,0
94,1,related-early,0.6666666666666666
94,1,related-late,0.3333333333333333
94,2,long-early,0.5
94,2,related-early,0.5
94,3,long-late,0.5
94,3,related-late,0.5
94,4,related-early,0
94,4,repeated,1
94,5,related-late,0
94,5,repeated,1
94,6,long,0.25
94,6,repeated,0.75
94,7,long-foil,0.5
94,7,related-foil,0.5
94,8,short,0.625
94,8,short-foil,0.375
94,9,long-early,0.4
94,9,long-late,0.6
94,10,related,0.8333333333333334
94,10,related-foil,0.16666666666666666
94,11,long,0.8
94,11,long-foil,0.2
94,12,single,0.9
94,12,single-foil,0.1
95,1,related-early,0.6666666666666666
95,1,related-late,0.3333333333333333
95,2,long-early,1
95,2,related-early,0
95,3,long-late,1
95,3,related-late,0
95,4,related-early,1
95,4,repeated,0
95,5,related-late,0
95,5,repeated,1
95,6,long,0
95,6,repeated,1
95,7,long-foil,0.5
95,7,related-foil,0.5
95,8,short,0.875
95,8,short-foil,0.125
95,9,long-early,0.4
95,9,long-late,0.6
95,10,related,0.8333333333333334
95,10,related-foil,0.16666666666666666
95,11,long,1
95,11,long-foil,0
95,12,single,1
95,12,single-foil,0
96,1,related-early,1
96,1,related-late,0
96,2,long-early,1
96,2,related-early,0
96,3,long-late,0
96,3,related-late,1
96,4,related-early,0
96,4,repeated,1
96,5,related-late,0
96,5,repeated,1
96,6,long,0.25
96,6,repeated,0.75
96,7,long-foil,0.5
96,7,related-foil,0.5
96,8,short,0.875
96,8,short-foil,0.125
96,9,long-early,0.2
96,9,long-late,0.8
96,10,related,0.8333333333333334
96,10,related-foil,0.16666666666666666
96,11,long,0.8
96,11,long-foil,0.2
96,12,single,0.8
96,12,single-foil,0.2
97,1,related-early,0.3333333333333333
97,1,related-late,0.6666666666666666
97,2,long-early,0.5
97,2,related-early,0.5
97,3,long-late,1
97,3,related-late,0
97,4,related-early,1
97,4,repeated,0
97,5,related-late,0
97,5,repeated,1
97,6,long,0
97,6,repeated,1
97,7,long-foil,0.6666666666666666
97,7,related-foil,0.3333333333333333
97,8,short,0.75
97,8,short-foil,0.25
97,9,long-early,0.8
97,9,long-late,0.2
97,10,related,0.8333333333333334
97,10,related-foil,0.16666666666666666
97,11,long,0.8
97,11,long-foil,0.2
97,12,single,0.9
97,12,single-foil,0.1
98,1,related-early,0.6666666666666666
98,1,related-late,0.3333333333333333
98,2,long-early,1
98,2,related-early,0
98,3,long-late,0.5
98,3,related-late,0.5
98,4,related-early,1
98,4,repeated,0
98,5,related-late,1
98,5,repeated,0
98,6,long,0.5
98,6,repeated,0.5
98,7,long-foil,0.3333333333333333
98,7,related-foil,0.6666666666666666
98,8,short,0.75
98,8,short-foil,0.25
98,9,long-early,0.8
98,9,long-late,0.2
98,10,related,0.6666666666666666
98,10,related-foil,0.3333333333333333
98,11,long,0.6
98,11,long-foil,0.4
98,12,single,0.7
98,12,single-foil,0.3
99,1,related-early,0.3333333333333333
99,1,related-late,0.6666666666666666
99,2,long-early,1
99,2,related-early,0
99,3,long-late,0.5
99,3,related-late,0.5
99,4,related-early,0
99,4,repeated,1
99,5,related-late,0
99,5,repeated,1
99,6,long,0.25
99,6,repeated,0.75
99,7,long-foil,0.3333333333333333
99,7,related-foil,0.6666666666666666
99,8,short,0.5
99,8,short-foil,0.5
99,9,long-early,0.4
99,9,long-late,0.6
99,10,related,0.6666666666666666
99,10,related-foil,0.3333333333333333
99,11,long,1
99,11,long-foil,0
99,12,single,0.9
99,12,single-foil,0.1
101,1,related-early,1
101,1,related-late,0
101,2,long-early,0
101,2,related-early,1
101,3,long-late,0.5
101,3,related-late,0.5
101,4,related-early,1
101,4,repeated,0
101,5,related-late,0
101,5,repeated,1
101,6,long,0.25
101,6,repeated,0.75
101,7,long-foil,0
101,7,related-foil,1
101,8,short,0.75
101,8,short-foil,0.25
101,9,long-early,0.6
101,9,long-late,0.4
101,10,related,0.8333333333333334
101,10,related-foil,0.16666666666666666
101,11,long,0.8
101,11,long-foil,0.2
101,12,single,0.8
101,12,single-foil,0.2
102,1,related-early,0.6666666666666666
102,1,related-late,0.3333333333333333
102,2,long-early,0
102,2,related-early,1
102,3,long-late,1
102,3,related-late,0
102,4,related-early,0
102,4,repeated,1
102,5,related-late,1
102,5,repeated,0
102,6,long,0.5
102,6,repeated,0.5
102,7,long-foil,0.8333333333333334
102,7,related-foil,0.16666666666666666
102,8,short,1
102,8,short-foil,0
102,9,long-early,0.2
102,9,long-late,0.8
102,10,related,0.6666666666666666
102,10,related-foil,0.3333333333333333
102,11,long,0.4
102,11,long-foil,0.6
102,12,single,0.7
102,12,single-foil,0.3
103,1,related-early,1
103,1,related-late,0
103,2,long-early,0.5
103,2,related-early,0.5
103,3,long-late,0.5
103,3,related-late,0.5
103,4,related-early,0
103,4,repeated,1
103,5,related-late,1
103,5,repeated,0
103,6,long,1
103,6,repeated,0
103,7,long-foil,0.3333333333333333
103,7,related-foil,0.6666666666666666
103,8,short,0.75
103,8,short-foil,0.25
103,9,long-early,0.4
103,9,long-late,0.6
103,10,related,0.8333333333333334
103,10,related-foil,0.16666666666666666
103,11,long,0.8
103,11,long-foil,0.2
103,12,single,0.8
103,12,single-foil,0.2
104,1,related-early,0.6666666666666666
104,1,related-late,0.3333333333333333
104,2,long-early,1
104,2,related-early,0
104,3,long-late,1
104,3,related-late,0
104,4,related-early,0
104,4,repeated,1
104,5,related-late,1
104,5,repeated,0
104,6,long,0.5
104,6,repeated,0.5
104,7,long-foil,0.3333333333333333
104,7,related-foil,0.6666666666666666
104,8,short,0.5
104,8,short-foil,0.5
104,9,long-early,0.2
104,9,long-late,0.8
104,10,related,0.8333333333333334
104,10,related-foil,0.16666666666666666
104,11,long,0.8
104,11,long-foil,0.2
104,12,single,0.9
104,12,single-foil,0.1
105,1,related-early,0.3333333333333333
105,1,related-late,0.6666666666666666
105,2,long-early,0
105,2,related-early,1
105,3,long-late,0.5
105,3,related-late,0.5
105,4,related-early,0
105,4,repeated,1
105,5,related-late,1
105,5,repeated,0
105,6,long,0
105,6,repeated,1
105,7,long-foil,0.5
105,7,related-foil,0.5
105,8,short,0.875
105,8,short-foil,0.125
105,9,long-early,0.2
105,9,long-late,0.8
105,10,related,1
105,10,related-foil,0
105,11,long,1
105,11,long-foil,0
105,12,single,1
105,12,single-foil,0
106,1,related-early,0.3333333333333333
106,1,related-late,0.6666666666666666
106,2,long-early,1
106,2,related-early,0
106,3,long-late,1
106,3,related-late,0
106,4,related-early,0
106,4,repeated,1
106,5,related-late,0
106,5,repeated,1
106,6,long,0.5
106,6,repeated,0.5
106,7,long-foil,0.3333333333333333
106,7,related-foil,0.6666666666666666
106,8,short,0.625
106,8,short-foil,0.375
106,9,long-early,0.6
106,9,long-late,0.4
106,10,related,0.8333333333333334
106,10,related-foil,0.16666666666666666
106,11,long,1
106,11,long-foil,0
106,12,single,0.9
106,12,single-foil,0.1
108,1,related-early,0.6666666666666666
108,1,related-late,0.3333333333333333
108,2,long-early,1
108,2,related-early,0
108,3,long-late,0.5
108,3,related-late,0.5
108,4,related-early,0
108,4,repeated,1
108,5,related-late,0
108,5,repeated,1
108,6,long,0.5
108,6,repeated,0.5
108,7,long-foil,0.8333333333333334
108,7,related-foil,0.16666666666666666
108,8,short,1
108,8,short-foil,0
108,9,long-early,0.8
108,9,long-late,0.2
108,10,related,1
108,10,related-foil,0
108,11,long,0.8
108,11,long-foil,0.2
108,12,single,0.9
108,12,single-foil,0.1
109,1,related-early,0
109,1,related-late,1
109,2,long-early,0
109,2,related-early,1
109,3,long-late,0.5
109,3,related-late,0.5
109,4,related-early,1
109,4,repeated,0
109,5,related-late,1
109,5,repeated,0
109,6,long,0.5
109,6,repeated,0.5
109,7,long-foil,0.16666666666666666
109,7,related-foil,0.8333333333333334
109,8,short,0.5
109,8,short-foil,0.5
109,9,long-early,0.6
109,9,long-late,0.4
109,10,related,0.8333333333333334
109,10,related-foil,0.16666666666666666
109,11,long,0.6
109,11,long-foil,0.4
109,12,single,0.8
109,12,single-foil,0.2
110,1,related-early,0.6666666666666666
110,1,related-late,0.3333333333333333
110,2,long-early,0
110,2,related-early,1
110,3,long-late,0.5
110,3,related-late,0.5
110,4,related-early,0
110,4,repeated,1
110,5,related-late,0
110,5,repeated,1
110,6,long,0
110,6,repeated,1
110,7,long-foil,0.6666666666666666
110,7,related-foil,0.3333333333333333
110,8,short,0.75
110,8,short-foil,0.25
110,9,long-early,0.2
